,label,text
314,dress,اللباس الشرعي هو جزء من الدين الاسلامي انكاره هو انكار للدين اما التحرش فمرتبط بالثقافه الاجتماعيه ياريت تقرى التحرش الموجود بالمجتمع الغربي ككل ودرجة التحرش.لتعرفي انو قياسك خطأ وتويتك لا تعني غير شي واحد محاولة هجوم ع الدين الاسلامي لهيك تويتك فاشله وليس لها معنى https://twitter.com/DimaSadek/status/998094851731226624 …
315,dress,اللباس الغير محتشم والمثير هو السبب في تحرش البنت يعجبها التحرش فهو دليل أنها مثيرة وجميلة
316,dress,اللباس الفاتن ، خروجها بمفردها ، تقليد القصص والافلام ، الاختلاط مع شعب لا. يعرف معنى الاحترام في الأونه الاخيره #اسباب_التحرش_بالفتاة
317,dress,اللباس الفاضح وكثرة الالتفات على المارة من الرجال #اسباب_التحرش_بالفتاة
318,men,اللباس اللي يظن بعد المعاتيه عندهم إنه سبب التحرش هو لباس بنات الليل أما اللي يقصده الشيخ هو لباسنا إحنا ما نطلع الا بعباية أصلا الفرق شاسع https://twitter.com/ebraikan/status/921106350293356544 …
319,dress,اللباس المثير للفتنة شكل من اشكال التحرش كلامك انت هو اللي يعتبر تحريض على تحرش النستء بالرجال
320,dress,اللباس المحتشم امام النساء و أمام المحارم يحمي الفتاة من خطر التحرش الجنسي بإذن الله. #أنا_في_خطر
321,dress,اللباس عندو علاقة وطيدة بالتحرش. بغيوها ولا كرهوها. كاين استثناءات كبيرة ولكن اللبس كيجبد التحرش...
322,men,اللباس لا يحمي من التحرش القوانين هي التي تحمي التحرش وليس حتى ملاحقةلباس الناس وتصرفاتهم قانون واضح يحدد عقوبه التحرش ومن غير المعقول اصلا ان تلبس النساء حتي لايتحرظ الرجال بها هذا جنون
323,men,اللباس ليس له دخل بالتحرش بالسعودية بالذات والا فماذا اقول عن تحرشهم باطفال أبرياء يخطفون ويقتلون ويغتصبون #اسباب_انتشار_حالات_التحرش
324,dress,اللباس مدعاة للبحث عن بداخله .. لذا يزداد التحرش .. !!!
325,dress,اللباس هو السبب الحقيقي اللتحرش(ولا يبدين زينتهن) بالإضافة الى غياب القيم والأخلاق الحميده عند فئة الشباب #التحرش_سببه_البنات_ولا_الشباب
326,dress,اللباس هو اللي يولد التحرش
327,men,اللباس والتصرفات مجرد شماعة مثل ما تفضلتي. الغرض من التحرش هو مو بس اشباع رغبة جنسية لكن بعد تكريس الهيمنة الذكورية
328,dress,اللباس يدفع للتحرش و عنصر اساسي من عناصر التحرش والاعتداء على الفتيات سوء تربية من الشباب غيرمعذورين وذلك لضعف الوازع الديني وتحكمهم بانفسهم
329,dress,اللباس؟؟؟وانعدام الحياااء!! #اسباب_التحرش_بالفتاة
330,men,الله زي ما امر البنت بالاحتشام باللبس امرك ب غض البصرما تحط اللباس حجة مشان تبرر حيونتك! #التحرش_سببه_البنات_ولا_الشباب لأ; التحرش سببه مرض
331,men,اللهم ان هدا منكر ... المرأة حرة في اللباس تلبس لي بغااات والرجل هو المسؤول الاول على هاد التحرش .. اش هااد دخول... http://fb.me/1kpWioqEV 
332,men,اللي اعرفه ان في الجزائر حرية اللباس والاختلاط موجود في المدارس .. لكن الي اسمعه ان التحرش في الجزائر اقل بكثير من السعوديه على الرغم من لبس العبايه !!
333,men,المتحرش ب الأطفال إعدااام مدعي ان البنات فتنوه ب اللباس والتعطر مع انوا مو علشان خشته خمس سنوات والف جلده مرتكب الفعل ب الأجبار والترصد ايضا اعدام وكلهم التشهير سواء رجل او إمراءه #ماعقوبه_التحرش_برايك
334,dress,المحامي عمار خبابة ''اللباس الفاضح للمرأة يدخل في باب الإغراء ويساهم في التحرش الجنسي .. والدكتورة نادية شويتم:... http://fb.me/2CTw2YSoN 
335,dress,المديرة حقتهم اللي معها الميكروفون ، تلبس لباس التحرش !! ورجاءً لا يجي شخص مثالي ويقول هل اللباس مبرر ؟؟ اللباس داعي وليس مبرر !!!!
336,men,المغرب.. عندما يكون اللباس مبررًا للتحرش الجنسي #المغرب #حريات #حقوق_المرأة #مجتمع #قوانين #التحرش_الجنسيhttps://cards.twitter.com/cards/18ce542y9ya/3wlqu …
337,men,الى كل واحد متخلف يسوي مثل ذي الحركات ترى اللباس ما يبرر التحرش يعني حتى لوكانت غير محتشمه ما لك حق تتحرش فيها يا متخلف #هوشة_مجمع_الراشد
338,dress,اليوم سمعت خبرا قادم من بلاد الهند ذلك ان احدى الولايات الهنديه اقرت لسكان الولايه بارتداء اللباس المحتشم للنساء وذلك حفاظا عليهنزمن التحرش
339,men,اليوم وأنا أمشي في شوارع مدينتي، رأيت امرأة تلبس اللباس الإسلاميّ، ويلحقها شابٌ يتحرّش بها لفظيّاً ، محاولاً التحرّش بها جسديّاً النسوية
340,dress,ان صح فهذا تصرف حيواني لا يمت للأبوه بصله وهذا اب مريض يحتاج الى علاج نسأل الله السلامه. ولكن هناك امر آخر لا بد ان ننتهبه وننكره على اي بنت تفعله وهوا من أسباب كثرة التحرش من المحارم وهوا اللباس.. للأسف بعض البنات يلبسن ملابس مثيره وتبرز مفاتنها وهذا حرام ولايوجز الا للزوج فقط.
341,dress,انا بأيدك انه اللباس الفاضح احد اسباب التحرش لكن المستورة وغير المستورة معرضة لتحرش. بعض الشباب يعتبروه نوع من الرجولة للاسف
342,men,انا ماحللت كشف الوجه ولاضيق اللباس ومو مقامي اني افتي بس مايكون مبرر للرجل بانه يبيح لنفسه التحرش بحجة سفور المراءه
343,dress,انا متافث معا لبنات ولكن بتحفض حينت اللباس ديال البنت هو 80% من أسباب التحرش كاينين حالات أخرى نعم لكن ملي يتلاقى التبرج مع الكبت مصيبة
344,men,انتم تركتم كل المصايب وانواع التحرش اللي كل يوم مطلعين هاشتاق عنه حتى والمره محتشمه وجايين تتكلمون عن حرية اللباس! #حريه_اللباس_ليست_جريمه
345,dress,انتهك حرمه الحرم..وحرمه اللباس الي لابسه شيئ مخجل انه شخص رايح يعتمر والمفروض كل جوارحه مع الله يكون هذا تفكيره #التحرش_داخل_الحرم_برجل_شيعي
346,men,انظروا للبعيد ولا تفسروا الموضوع غلط! اللباس العصري لا يجعل من المرأة شهوة للرجل، كما ان اللباس التقليدي لا يحمي المرأة من التحرش... انما المجتمع و عقليته هي السبب خلف هذه الإحصائيات. الذنب مش عالمرأة شو ما لبست ! الذنب على الرجل الشرقي الذي يريد ما يريده ويحصل عليه دون عقاب!
347,men,اول اشي، التحرش كل نساء الاردن بتعاني منها، وانت لما تعالج الاعراض انت بتحول مسؤوليتها للضحية عن طريق طرحك اللباس الساتر كحل
348,men,اولا: اللباس والمشية والريحة والمكياج مب لكم، لازم تقتنعون إنكم مب محور الكون. ثانيا: ما شفت فيديوهات المغازلجية الي يتعرضون للبنات المنقبات في المولات والأماكن العامة؟ ..التحرش الجنسي لا مبرر له. واعتقد من الأفضل تقول للشباب يغضون بصرهم ويتعلمون يحترمون اختيارات غيرهم في مظهرهم. https://twitter.com/alromaithi/status/971097235365728256 …
349,men,ايضاً لسنا اوصياء على الناس وسوف نحاسب وحدنا تشريع التحرش لاجل اللباس مؤسف للغايه
350,dress,ﺇﺫﺍ ﺍﺻﺒﺢ ﺍﻟﻠﺒﺎﺱ ﺍﻟﻀﻴﻖ ﺣﺮﻳﺔ ﺷﺨﺼﻴﺔ ﻓﺈﻥ ﺍﻟﺘﺤﺮﺵ ﻭﺍﺟﺐ ﻭﻃﻨﻲ والله صح ههههههههههه 7osaM
351,dress,إذا أصبَح اللباس الضيّق حريہ شخصيہ ... فَ التحرّش واجبٌ وطني ..!*
352,dress,إذا أصبح اللباس الضيق حرية شخصية .. فمن الطبيعي أن يصبح التحرش واجب وطني
353,dress,إذا أصبح اللباس الضيق حرية شخصية ... فإن التحرش يصبح واجب وطني
354,dress,إذا أصبح اللباس الضيق حرية شخصية فإنّ التحرش واجب وطني. الدكتور إيهاب الدالي
355,dress,إذا أصبح اللباس الضيق حرية شخصية فإن التحرش واجب وطني #وجه_نظر #ضد_الاباحيه #ضد_التحرش
356,dress,إذا أصبح اللباس الضيق حرية شخصية فإن التحرش يصبح واجبا وطنيا ....
357,men,إذا أصبح اللباس الضيق حريه شخصيه.. ف التحرش واجب وطني..
358,dress,إذا أصبح اللباس الضيق والمغري في الأماكن العامه حرية شخصية ... فإن التحرش يصبح واجب وطني ،،،
359,men,إذا كان التحرش بالبنات في الشارع بسبب اللباس لماذا يتحرشون بهن في مواقع التواصل
360,dress,إذا كان اللباس #الضيق حرية شخصية :3 فإن #التحرش الجنسي واجب وطني >_<
361,dress,إذا كان اللباس الضيق حرية شخصية ..!! . . . . فإن ..!! . . . . التحرش واجب وطني..!! ;)
362,dress,إذا كان اللباس الضيق حرية فردية للطفلة فمن واجبنا الوطني يا شباب التحرش عليها ____ #المادة 28 من قانون #TAKI _للأخلاق
363,dress,إذا كان اللباس القصير للمرأة يعتبر حرية شخصية . . . . . . . . . . . . . فإن التحرش يعتبر واجب وطني # #كاينة ولا مكايناش
364,dress,إذا كان اللباس غير المحتشم هو السبب في التحرش الجنسي  فلماذا تتعرض المحجبات والمنقبات إلى التحرش؟ لماذا فازت... http://fb.me/4kjWR4Gdi 
365,dress,إفتحت ثلاث حالات نقاشًا قديما-جديدًا حول التحرّش الجنسي بالمملكة بعدما مست فتيات اخترن نوعًا معيّنا من اللباس؛... http://fb.me/3pgrHo2nB 
366,men,إن أمة تعتبر التحرش ببائعة الهوى جريمة يعاقب عليها القانون هي أشرف بملايين المرات من أمة تبرر التحرش بلباس المرأة مهما كان هذا اللباس.
367,dress,أتمنى ألايكون المقصد من التغريدة تبرئة أصحاب اللبس الفاضح من التحرش، نعم الطرف المتحرش مجرم تجب معاقبته ولكن ارتداء اللباس الفاضح أيضا جريمة
368,dress,أختي البنت السعوديه:- ​إذا أصبح اللباس الضيق حرية شخصية ..  فــ التحرش واجب وطـنـي على الشاب السعودي
369,dress,أخطر ما في قانون التحرش الجنسي أنه يترافق مع حرية تعري المرأة في اللباس ، نحن بحاجة إلى قانون مصاحب يجرم التبرج و نزع الملابس بالتدريج
370,men,أذا كان اللباس الضيق حرية شخصية. فإن التحرش واجب وطني
371,dress,أذا كان أللباس الضيق حرية شخصية فَ التحرش واجب وطني #تحرش_بفتاتين_بجده
372,dress,أسباب التحرش بالمحارم عشرة أسباب وراء ذلك منها اللباس العاري ومنها الثقة العمياء ومنها.... pic.twitter.com/nVuOKEL9YT
373,men,أشباه وأنصاف الرجال عديمي النخوة والمروءة الذين يبررون التحرش بحجة طريقة اللباس عندما تسافرون يشاهد احدكم شبه متعرية ولايجروء ان يقترب منها
374,men,أصبح التحذير من اللباس المنافي للاحتشام والتوجيه باجتناب سلوكيات وأماكن يكثر بسببها التحرش = فرصة لاتهام الناصحين بالتبرير للتحرش. هذا واحد من اثنين: - جاهل بالشرع والطبيعة البشرية. وهو مستبعد. - صاحب شهوة وجد عبارة إنسانية راقية يلوكها كالببغاء للإبقاء على كل وضع منحط يراه.
375,dress,أصبحت لغة الإغراء في اللباس والشكل هي اللغة الأم طالما القانون هناك يحمينا من التحرش سبحان الله يحترمون قوانين البلاد ولايخافوون رب العباد!
376,dress,أصلا المضهر الذي تضهر بة المذيعات اللباس العاري هو التحرش بذاتة
377,dress,أنا مش مستغرب من ان الناس بقت تاخد موقف من التحرش ومن المتحرشين ، انا مستغرب ان اللباس السبعه لسه موجود وبيتلبس
378,dress,أين التعارض في وجود قانون ينطلق من قيمنا، مع تربية أطفالنا على الاحتشام في اللباس و السلوكيات...!!! #قانون__ضد_التحرش_والأعتداء_الجنسي
379,men,باش تفهمي الحمار تاع بوك، بلي ماجاتش من اللباس، و لكن من التربية... نتي لي حيحتي على قانون التحرش الجنسي و قلتي... http://fb.me/3z5bQg7ZJ 
380,men,بالسعودية لبس العباية اجباري حتى على غير السعوديات وغير المسلمات .. وبعدها يجيك احدهم يتحدث عن ان اللباس والتبرج سبب التحرش .. اللي هو مش صحيح اساسًا ..مش موجود عندنا .. ومايبون نقول عنهم متحرشين متسترين .. يبررون لانفسهم (:
381,dress,بالنسبة لمن يتحدّث أن اللباس لا علاقة له بالتحرش : في عهد الصحابة وهم صحابة أمر ﷲ النساء بالحجاب وأمر الصحابة بغض البصر والأمر بالمعروف والنهي عن المنكر وفصل الرجال عن النساء! #ماعقوبه_التحرش_برايك
382,dress,بالنسبة لمن يتحدّث أن اللباس لا علاقة له بالتحرش : في عهد الصحابة وهم صحابة أمر ﷲ النساء بالحجاب وأمر الصحابة بغض البصر والأمر بالمعروف والنهي عن المنكر وفصل الرجال عن النساء! #ماعقوبه_التحرش_برايك
383,dress,بالنسبة لموضوع التحرش من وجهة نظري انه لبس اللباس الغلط في المكان الغلط
384,dress,ببرنامج اسأل العرب عالmbc سألوا شو سبب انتشار ظاهرة التحرش الجنسي وكان جواب العرب اللباس غير المحتشم طيب هيك مجتمعات شو ممكن تنطر منها؟
385,dress,برلمانيون يقترحون تجريم « اللباس المستفز » للنساء ويبررون التحرش http://asrarona.com/181250  pic.twitter.com/WMcvrFvygY
386,men,بس هم حملتهم مكتوبة من ناحية الرجل كن رجلًا يعني المفروض ان هم يتانولون الشي من جانب غض النظر لان هذا اللي المفروض يسويه الرجل  يعني لو كتبوا كوني امرأة وتحجوا عن اللباس بقول اوكيه بس يعني الحين واجب الرجل انه يتحكم في المرأة عشان يلغي التحرش؟! اكيد لا واجبه ان يغض بصره
387,dress,بعد ابتعاد الهيئه عن الميدان كثر التحرش بالنساء وازداد عدد الشباب بالمواقع النسائيه وبعض النساء تتعمد اللباس الفاتن #عوده_صلاحيات_الهييه
388,men,بعد جريمة الاغتصاب التي وقعت شهدت ساحة ماريشال بالمغرب مظاهرة نسوية رافضة الفكرالذي يعطي الضوء الاخضر للمتحرش التحرش بس اللباس pic.twitter.com/anxnjxXNiC
389,men,بعض الردود هنا فيها كمية جههههل فضضضضيع على اي اساس تحكمون عليهم بانهم دوله تدعي للتحرش !! هم فقط عندهم (حُريه مطلقه في اللباس وغيره) لكن التحرش عندهم عليه قوانين ماتمزح ويطبقونها وفعلا تشخلع البنات باللباس مو مبرر للحمير بانهم يتحرشون فيهم ..
390,men,بعيدا عن اللباس والحشمة ،التحرش جريمة في حق اي كان ،ويجب عقاب المتحرش ،ولو كان مشكلته لبس كان تحرش ببنات السعودية..! https://twitter.com/gg_112233/status/673561693197332481 …
391,dress,بما انك بتحكي من منطلق ديني ...التحرش إثم مثل عدم لبس اللباس الشرعي...والاختلاف انه اللي مش لابسه اللباس الشرعي عاصيه لربها اما المتحرش فهو عاصي لربه ومؤذي للمجتمع...فلذلك لازم يتعاقب اشد العقاب...الدين حرية ما تفرضي الشرع على الناس حتى لو كانوا من ورثة الاسلام وربنا اللي بحاسب
392,men,بهالشكل ماراح توصلون لفكره مفيده مختصر كلام د محمد انه التحرش موجود سواء كان اللباس محتشم او لا وهالشي صحيح مستحيل احد ينكره
393,dress,بهدف الحدّ من التحرش الجنسي.. جزائريون يدشنون حملة على فيسبوك لحث الرجال على منع خروج النساء بـاللباس الفاضح... http://fb.me/4gxDAA6UW 
394,dress,تُطالب بعدم سن قوانين في ما يُلبس .. و حينما يتم التحرش بها تُنادي بقوانين ضد التحرش !!! قوانين اللبس أول يا الفحل #حريه_اللباس_ليست_جريمه
395,men,تبرج اللباس ليس دليلاً على الفساد .. لأن ثقافة اللباس تختلف من مكان لآخر .. الستر واجب .. والإحتشام فضيلة .. #التحرش_سببه_البنات_ولا_الشباب
396,men,تبرير التحرش الجنسي حسب اللباس، يعني أن تدينك الذي أفزعتنا به يحثك للتحرش ولا يحثك للاحترام.
397,men,تبرير التحرش الجنسي حسب اللباس، يعني أن تدينك الذي أفزعتنا به يحثك للتحرش ولا يحثك للاحترام. Hussain
398,men,تبرير التحرش بسبب اللباس جريمة. https://twitter.com/Q8i_Outsider/status/850646571767271424/video/1 …
399,men,تبرير التحرش والاعتداء الجسدي واللفظي حسب لبس الفتاة ليس سوى اعتراف بأن فكرك وإرثك وأخلاقك تدفعك للوقاحة حسب اللباس.
400,men,تبرير التحرش والاعتداء الجسدي واللفظي حسب لبس الفتاة ليس سوى اعتراف بأن فكرك وإرثك وأخلاقك تدفعك للوقاحة حسب اللباس.
